Tanggal,Nama_Barang,Kategori,Harga_Satuan,Jumlah_Terjual,Ada_Promosi,Hari_Libur
2022-02-11,Bayam,Sayuran,5107,18,0,0
2022-02-12,Bayam,Sayuran,4829,29,0,0
2022-02-13,Bayam,Sayuran,5112,17,0,0
2022-02-14,Bayam,Sayuran,4901,18,0,0
2022-02-15,Bayam,Sayuran,5171,18,0,0
2022-02-16,Bayam,Sayuran,5132,21,0,0
2022-02-17,Bayam,Sayuran,4922,18,0,0
2022-02-18,Bayam,Sayuran,5067,13,0,0
2022-02-19,Bayam,Sayuran,5011,15,0,0
2022-02-20,Bayam,Sayuran,4432,46,1,0
2022-02-21,Bayam,Sayuran,4456,25,1,0
2022-02-22,Bayam,Sayuran,4482,29,1,0
2022-02-23,Bayam,Sayuran,4887,18,0,0
2022-02-24,Bayam,Sayuran,5211,16,0,0
2022-02-25,Bayam,Sayuran,5127,21,0,0
2022-02-26,Bayam,Sayuran,5200,25,0,0
2022-02-27,Bayam,Sayuran,4863,22,0,0
2022-02-28,Bayam,Sayuran,4973,20,0,0
2022-03-01,Bayam,Sayuran,5036,18,0,0
2022-03-02,Bayam,Sayuran,4979,22,0,0
2022-03-03,Bayam,Sayuran,5061,18,0,0
2022-03-04,Bayam,Sayuran,4969,22,0,0
2022-03-05,Bayam,Sayuran,4940,20,0,0
2022-03-06,Bayam,Sayuran,5099,16,0,0
2022-03-07,Bayam,Sayuran,5091,19,0,0
2022-03-08,Bayam,Sayuran,5140,20,0,0
2022-03-09,Bayam,Sayuran,4846,20,0,0
2022-03-10,Bayam,Sayuran,4960,18,0,0
2022-03-11,Bayam,Sayuran,4969,20,0,0
2022-03-12,Bayam,Sayuran,4864,32,0,0
2022-03-13,Bayam,Sayuran,4826,24,0,0
2022-03-14,Bayam,Sayuran,5154,21,0,0
2022-03-15,Bayam,Sayuran,5206,21,0,0
2022-03-16,Bayam,Sayuran,4985,19,0,0
2022-03-17,Bayam,Sayuran,5120,24,0,0
2022-03-18,Bayam,Sayuran,5045,25,0,0
2022-03-19,Bayam,Sayuran,4862,15,0,0
2022-03-20,Bayam,Sayuran,4922,29,0,0
2022-03-21,Bayam,Sayuran,5055,15,0,0
2022-03-22,Bayam,Sayuran,4461,33,1,0
2022-03-23,Bayam,Sayuran,4563,38,1,0
2022-03-24,Bayam,Sayuran,4700,31,1,0
2022-03-25,Bayam,Sayuran,5097,20,0,0
2022-03-26,Bayam,Sayuran,4944,25,0,0
2022-03-27,Bayam,Sayuran,4866,20,0,0
2022-03-28,Bayam,Sayuran,5022,22,0,0
2022-03-29,Bayam,Sayuran,4974,25,0,0
2022-03-30,Bayam,Sayuran,4968,22,0,0
2022-03-31,Bayam,Sayuran,4772,28,0,0
2022-04-01,Bayam,Sayuran,4848,20,0,0
2022-04-02,Bayam,Sayuran,5120,28,0,0
2022-04-03,Bayam,Sayuran,5034,21,0,0
2022-04-04,Bayam,Sayuran,4960,27,0,0
2022-04-05,Bayam,Sayuran,4989,30,0,0
2022-04-06,Bayam,Sayuran,4835,19,0,0
2022-04-07,Bayam,Sayuran,4999,18,0,0
2022-04-08,Bayam,Sayuran,5195,22,0,0
2022-04-09,Bayam,Sayuran,5042,19,0,0
2022-04-10,Bayam,Sayuran,4976,32,0,0
2022-04-11,Bayam,Sayuran,5084,25,0,0
2022-04-12,Bayam,Sayuran,4793,21,0,0
2022-04-13,Bayam,Sayuran,5151,23,0,0
2022-04-14,Bayam,Sayuran,4913,22,0,0
2022-04-15,Bayam,Sayuran,4918,13,0,0
2022-04-16,Bayam,Sayuran,4851,35,0,0
2022-04-17,Bayam,Sayuran,4997,31,0,0
2022-04-18,Bayam,Sayuran,5032,21,0,0
2022-04-19,Bayam,Sayuran,4955,24,0,0
2022-04-20,Bayam,Sayuran,4983,20,0,0
2022-04-21,Bayam,Sayuran,4476,27,1,0
2022-04-22,Bayam,Sayuran,4594,29,1,0
2022-04-23,Bayam,Sayuran,4564,38,1,0
2022-04-24,Bayam,Sayuran,5134,27,0,0
2022-04-25,Bayam,Sayuran,4962,22,0,0
2022-04-26,Bayam,Sayuran,4947,29,0,0
2022-04-27,Bayam,Sayuran,5067,26,0,0
2022-04-28,Bayam,Sayuran,5066,21,0,0
2022-04-29,Bayam,Sayuran,5069,30,0,0
2022-04-30,Bayam,Sayuran,4995,34,0,0
2022-05-01,Bayam,Sayuran,5201,21,0,0
2022-05-02,Bayam,Sayuran,5003,27,0,1
2022-05-03,Bayam,Sayuran,5166,23,0,1
2022-05-04,Bayam,Sayuran,4946,22,0,0
2022-05-05,Bayam,Sayuran,5156,27,0,0
2022-05-06,Bayam,Sayuran,4857,21,0,0
2022-05-07,Bayam,Sayuran,5094,25,0,0
2022-05-08,Bayam,Sayuran,5053,28,0,0
2022-05-09,Bayam,Sayuran,5169,24,0,0
2022-05-10,Bayam,Sayuran,4991,31,0,0
2022-05-11,Bayam,Sayuran,5120,22,0,0
2022-05-12,Bayam,Sayuran,4953,19,0,0
2022-05-13,Bayam,Sayuran,4950,25,0,0
2022-05-14,Bayam,Sayuran,5051,32,0,0
2022-05-15,Bayam,Sayuran,4953,30,0,0
2022-05-16,Bayam,Sayuran,5009,27,0,0
2022-05-17,Bayam,Sayuran,4911,27,0,0
2022-05-18,Bayam,Sayuran,5123,21,0,0
2022-05-19,Bayam,Sayuran,5016,26,0,0
2022-05-20,Bayam,Sayuran,4999,24,0,0
2022-05-21,Bayam,Sayuran,4367,54,1,0
2022-05-22,Bayam,Sayuran,4424,48,1,0
2022-05-23,Bayam,Sayuran,4419,51,1,0
2022-05-24,Bayam,Sayuran,5098,18,0,0
2022-05-25,Bayam,Sayuran,5132,28,0,0
2022-05-26,Bayam,Sayuran,4880,29,0,0
2022-05-27,Bayam,Sayuran,5044,24,0,0
2022-05-28,Bayam,Sayuran,4915,27,0,0
2022-05-29,Bayam,Sayuran,4815,29,0,0
2022-05-30,Bayam,Sayuran,4995,28,0,0
2022-05-31,Bayam,Sayuran,5186,26,0,0
2022-06-01,Bayam,Sayuran,5095,24,0,0
2022-06-02,Bayam,Sayuran,5145,25,0,0
2022-06-03,Bayam,Sayuran,4975,23,0,0
2022-06-04,Bayam,Sayuran,4927,32,0,0
2022-06-05,Bayam,Sayuran,5001,26,0,0
2022-06-06,Bayam,Sayuran,4879,27,0,0
2022-06-07,Bayam,Sayuran,5002,28,0,0
2022-06-08,Bayam,Sayuran,4875,23,0,0
2022-06-09,Bayam,Sayuran,5013,27,0,0
2022-06-10,Bayam,Sayuran,5124,29,0,0
2022-06-11,Bayam,Sayuran,4981,29,0,0
2022-06-12,Bayam,Sayuran,5071,33,0,0
2022-06-13,Bayam,Sayuran,5046,23,0,0
2022-06-14,Bayam,Sayuran,5022,27,0,0
2022-06-15,Bayam,Sayuran,4806,29,0,0
2022-06-16,Bayam,Sayuran,5168,25,0,0
2022-06-17,Bayam,Sayuran,4822,30,0,0
2022-06-18,Bayam,Sayuran,4970,21,0,0
2022-06-19,Bayam,Sayuran,5000,38,0,0
2022-06-20,Bayam,Sayuran,4643,35,1,0
2022-06-21,Bayam,Sayuran,4487,40,1,0
2022-06-22,Bayam,Sayuran,4476,33,1,0
2022-06-23,Bayam,Sayuran,5020,27,0,0
2022-06-24,Bayam,Sayuran,5042,18,0,0
2022-06-25,Bayam,Sayuran,4955,25,0,0
2022-06-26,Bayam,Sayuran,5004,33,0,0
2022-06-27,Bayam,Sayuran,5060,25,0,0
2022-06-28,Bayam,Sayuran,4936,21,0,0
2022-06-29,Bayam,Sayuran,4796,22,0,0
2022-06-30,Bayam,Sayuran,5163,30,0,0
2022-07-01,Bayam,Sayuran,4986,42,0,0
2022-07-02,Bayam,Sayuran,5030,45,0,0
2022-07-03,Bayam,Sayuran,5160,62,0,0
2022-07-04,Bayam,Sayuran,4981,29,0,0
2022-07-05,Bayam,Sayuran,5255,41,0,0
2022-07-06,Bayam,Sayuran,4947,51,0,0
2022-07-07,Bayam,Sayuran,4886,42,0,0
2022-07-08,Bayam,Sayuran,4870,36,0,0
2022-07-09,Bayam,Sayuran,5013,37,0,0
2022-07-10,Bayam,Sayuran,5024,63,0,0
2022-07-11,Bayam,Sayuran,4767,41,0,0
2022-07-12,Bayam,Sayuran,5026,28,0,0
2022-07-13,Bayam,Sayuran,4946,39,0,0
2022-07-14,Bayam,Sayuran,4893,36,0,0
2022-07-15,Bayam,Sayuran,4969,32,0,0
2022-07-16,Bayam,Sayuran,5089,35,0,0
2022-07-17,Bayam,Sayuran,4966,48,0,0
2022-07-18,Bayam,Sayuran,4863,36,0,0
2022-07-19,Bayam,Sayuran,4870,26,0,0
2022-07-20,Bayam,Sayuran,4530,54,1,0
2022-07-21,Bayam,Sayuran,4374,58,1,0
2022-07-22,Bayam,Sayuran,4482,65,1,0
2022-07-23,Bayam,Sayuran,4950,44,0,0
2022-07-24,Bayam,Sayuran,4958,42,0,0
2022-07-25,Bayam,Sayuran,4903,33,0,0
2022-07-26,Bayam,Sayuran,5013,31,0,0
2022-07-27,Bayam,Sayuran,4960,44,0,0
2022-07-28,Bayam,Sayuran,4896,37,0,0
2022-07-29,Bayam,Sayuran,5029,29,0,0
2022-07-30,Bayam,Sayuran,4949,35,0,0
2022-07-31,Bayam,Sayuran,4970,50,0,0
2022-08-01,Bayam,Sayuran,5043,27,0,0
2022-08-02,Bayam,Sayuran,4940,21,0,0
2022-08-03,Bayam,Sayuran,4933,23,0,0
2022-08-04,Bayam,Sayuran,4898,33,0,0
2022-08-05,Bayam,Sayuran,5023,20,0,0
2022-08-06,Bayam,Sayuran,4937,33,0,0
2022-08-07,Bayam,Sayuran,4981,29,0,0
2022-08-08,Bayam,Sayuran,4926,24,0,0
2022-08-09,Bayam,Sayuran,5173,28,0,0
2022-08-10,Bayam,Sayuran,4967,20,0,0
2022-08-11,Bayam,Sayuran,4950,18,0,0
2022-08-12,Bayam,Sayuran,4958,24,0,0
2022-08-13,Bayam,Sayuran,5147,23,0,0
2022-08-14,Bayam,Sayuran,4984,30,0,0
2022-08-15,Bayam,Sayuran,5051,26,0,0
2022-08-16,Bayam,Sayuran,4938,21,0,0
2022-08-17,Bayam,Sayuran,5046,61,0,0
2022-08-18,Bayam,Sayuran,5026,26,0,0
2022-08-19,Bayam,Sayuran,4557,34,1,0
2022-08-20,Bayam,Sayuran,4325,55,1,0
2022-08-21,Bayam,Sayuran,4746,43,1,0
2022-08-22,Bayam,Sayuran,5101,24,0,0
2022-08-23,Bayam,Sayuran,4907,26,0,0
2022-08-24,Bayam,Sayuran,4862,34,0,0
2022-08-25,Bayam,Sayuran,5041,22,0,0
2022-08-26,Bayam,Sayuran,4924,28,0,0
2022-08-27,Bayam,Sayuran,4911,19,0,0
2022-08-28,Bayam,Sayuran,5017,21,0,0
2022-08-29,Bayam,Sayuran,5032,27,0,0
2022-08-30,Bayam,Sayuran,4925,20,0,0
2022-08-31,Bayam,Sayuran,5004,21,0,0
2022-09-01,Bayam,Sayuran,5100,22,0,0
2022-09-02,Bayam,Sayuran,4883,20,0,0
2022-09-03,Bayam,Sayuran,4960,27,0,0
2022-09-04,Bayam,Sayuran,5314,26,0,0
2022-09-05,Bayam,Sayuran,4815,26,0,0
2022-09-06,Bayam,Sayuran,5086,26,0,0
2022-09-07,Bayam,Sayuran,5003,22,0,0
2022-09-08,Bayam,Sayuran,4883,27,0,0
2022-09-09,Bayam,Sayuran,5008,16,0,0
2022-09-10,Bayam,Sayuran,4997,29,0,0
2022-09-11,Bayam,Sayuran,4864,26,0,0
2022-09-12,Bayam,Sayuran,4972,21,0,0
2022-09-13,Bayam,Sayuran,4986,23,0,0
2022-09-14,Bayam,Sayuran,4940,22,0,0
2022-09-15,Bayam,Sayuran,5020,25,0,0
2022-09-16,Bayam,Sayuran,5008,23,0,0
2022-09-17,Bayam,Sayuran,5074,27,0,0
2022-09-18,Bayam,Sayuran,4555,47,1,0
2022-09-19,Bayam,Sayuran,4580,36,1,0
2022-09-20,Bayam,Sayuran,4560,34,1,0
2022-09-21,Bayam,Sayuran,5099,22,0,0
2022-09-22,Bayam,Sayuran,5139,21,0,0
2022-09-23,Bayam,Sayuran,4989,17,0,0
2022-09-24,Bayam,Sayuran,5014,26,0,0
2022-09-25,Bayam,Sayuran,4958,25,0,0
2022-09-26,Bayam,Sayuran,4885,22,0,0
2022-09-27,Bayam,Sayuran,5079,23,0,0
2022-09-28,Bayam,Sayuran,5021,27,0,0
2022-09-29,Bayam,Sayuran,5003,16,0,0
2022-09-30,Bayam,Sayuran,5136,17,0,0
2022-10-01,Bayam,Sayuran,4974,32,0,0
2022-10-02,Bayam,Sayuran,4932,31,0,0
2022-10-03,Bayam,Sayuran,5101,17,0,0
2022-10-04,Bayam,Sayuran,4936,20,0,0
2022-10-05,Bayam,Sayuran,5186,25,0,0
2022-10-06,Bayam,Sayuran,5240,20,0,0
2022-10-07,Bayam,Sayuran,5105,27,0,0
2022-10-08,Bayam,Sayuran,5138,25,0,0
2022-10-09,Bayam,Sayuran,4874,19,0,0
2022-10-10,Bayam,Sayuran,5042,19,0,0
2022-10-11,Bayam,Sayuran,4958,21,0,0
2022-10-12,Bayam,Sayuran,4961,21,0,0
2022-10-13,Bayam,Sayuran,4886,24,0,0
2022-10-14,Bayam,Sayuran,5066,23,0,0
2022-10-15,Bayam,Sayuran,5065,35,0,0
2022-10-16,Bayam,Sayuran,4933,25,0,0
2022-10-17,Bayam,Sayuran,4981,24,0,0
2022-10-18,Bayam,Sayuran,4382,34,1,0
2022-10-19,Bayam,Sayuran,4606,26,1,0
2022-10-20,Bayam,Sayuran,4542,32,1,0
2022-10-21,Bayam,Sayuran,4891,18,0,0
2022-10-22,Bayam,Sayuran,5023,18,0,0
2022-10-23,Bayam,Sayuran,4862,25,0,0
2022-10-24,Bayam,Sayuran,5041,22,0,0
2022-10-25,Bayam,Sayuran,4899,20,0,0
2022-10-26,Bayam,Sayuran,5147,18,0,0
2022-10-27,Bayam,Sayuran,5036,18,0,0
2022-10-28,Bayam,Sayuran,5008,20,0,0
2022-10-29,Bayam,Sayuran,5053,21,0,0
2022-10-30,Bayam,Sayuran,5091,23,0,0
2022-10-31,Bayam,Sayuran,5167,20,0,0
2022-11-01,Bayam,Sayuran,4969,25,0,0
2022-11-02,Bayam,Sayuran,5137,12,0,0
2022-11-03,Bayam,Sayuran,5072,19,0,0
2022-11-04,Bayam,Sayuran,4977,22,0,0
2022-11-05,Bayam,Sayuran,5116,27,0,0
2022-11-06,Bayam,Sayuran,5068,24,0,0
2022-11-07,Bayam,Sayuran,5195,18,0,0
2022-11-08,Bayam,Sayuran,4903,12,0,0
2022-11-09,Bayam,Sayuran,5049,18,0,0
2022-11-10,Bayam,Sayuran,4858,22,0,0
2022-11-11,Bayam,Sayuran,4962,19,0,0
2022-11-12,Bayam,Sayuran,5116,27,0,0
2022-11-13,Bayam,Sayuran,5178,25,0,0
2022-11-14,Bayam,Sayuran,5119,16,0,0
2022-11-15,Bayam,Sayuran,5027,18,0,0
2022-11-16,Bayam,Sayuran,4910,16,0,0
2022-11-17,Bayam,Sayuran,4520,24,1,0
2022-11-18,Bayam,Sayuran,4462,31,1,0
2022-11-19,Bayam,Sayuran,4425,34,1,0
2022-11-20,Bayam,Sayuran,4975,20,0,0
2022-11-21,Bayam,Sayuran,4969,20,0,0
2022-11-22,Bayam,Sayuran,4858,17,0,0
2022-11-23,Bayam,Sayuran,5068,16,0,0
2022-11-24,Bayam,Sayuran,4995,8,0,0
2022-11-25,Bayam,Sayuran,5065,14,0,0
2022-11-26,Bayam,Sayuran,4952,11,0,0
2022-11-27,Bayam,Sayuran,5107,17,0,0
2022-11-28,Bayam,Sayuran,4969,20,0,0
2022-11-29,Bayam,Sayuran,4915,18,0,0
2022-11-30,Bayam,Sayuran,4968,19,0,0
2022-12-01,Bayam,Sayuran,5057,22,0,0
2022-12-02,Bayam,Sayuran,4872,20,0,0
2022-12-03,Bayam,Sayuran,4940,20,0,0
2022-12-04,Bayam,Sayuran,5055,19,0,0
2022-12-05,Bayam,Sayuran,4976,14,0,0
2022-12-06,Bayam,Sayuran,4874,18,0,0
2022-12-07,Bayam,Sayuran,4884,23,0,0
2022-12-08,Bayam,Sayuran,5252,16,0,0
2022-12-09,Bayam,Sayuran,5022,17,0,0
2022-12-10,Bayam,Sayuran,4900,17,0,0
2022-12-11,Bayam,Sayuran,4951,26,0,0
2022-12-12,Bayam,Sayuran,5004,15,0,0
2022-12-13,Bayam,Sayuran,5179,14,0,0
2022-12-14,Bayam,Sayuran,5005,18,0,0
2022-12-15,Bayam,Sayuran,4939,19,0,0
2022-12-16,Bayam,Sayuran,5155,15,0,0
2022-12-17,Bayam,Sayuran,4512,30,1,0
2022-12-18,Bayam,Sayuran,4379,30,1,0
2022-12-19,Bayam,Sayuran,4495,25,1,0
2022-12-20,Bayam,Sayuran,5031,17,0,0
2022-12-21,Bayam,Sayuran,4913,13,0,0
2022-12-22,Bayam,Sayuran,5082,18,0,0
2022-12-23,Bayam,Sayuran,5035,17,0,0
2022-12-24,Bayam,Sayuran,5032,18,0,0
2022-12-25,Bayam,Sayuran,4919,29,0,1
2022-12-26,Bayam,Sayuran,4871,20,0,0
2022-12-27,Bayam,Sayuran,4842,17,0,0
2022-12-28,Bayam,Sayuran,5046,18,0,0
2022-12-29,Bayam,Sayuran,4980,18,0,0
2022-12-30,Bayam,Sayuran,5137,17,0,0
2022-12-31,Bayam,Sayuran,4881,21,0,0
2023-01-01,Bayam,Sayuran,4928,23,0,1
2023-01-02,Bayam,Sayuran,4831,17,0,0
2023-01-03,Bayam,Sayuran,5039,16,0,0
2023-01-04,Bayam,Sayuran,5092,19,0,0
2023-01-05,Bayam,Sayuran,4937,20,0,0
2023-01-06,Bayam,Sayuran,5049,23,0,0
2023-01-07,Bayam,Sayuran,5043,26,0,0
2023-01-08,Bayam,Sayuran,4844,19,0,0
2023-01-09,Bayam,Sayuran,4943,20,0,0
2023-01-10,Bayam,Sayuran,4982,19,0,0
2023-01-11,Bayam,Sayuran,4883,16,0,0
2023-01-12,Bayam,Sayuran,4941,16,0,0
2023-01-13,Bayam,Sayuran,4891,18,0,0
2023-01-14,Bayam,Sayuran,5060,17,0,0
2023-01-15,Bayam,Sayuran,4966,23,0,0
2023-01-16,Bayam,Sayuran,4503,33,1,0
2023-01-17,Bayam,Sayuran,4452,30,1,0
2023-01-18,Bayam,Sayuran,4725,30,1,0
2023-01-19,Bayam,Sayuran,5104,20,0,0
2023-01-20,Bayam,Sayuran,4824,16,0,0
2023-01-21,Bayam,Sayuran,4980,11,0,0
2023-01-22,Bayam,Sayuran,5005,17,0,0
2023-01-23,Bayam,Sayuran,5028,20,0,0
2023-01-24,Bayam,Sayuran,4929,24,0,0
2023-01-25,Bayam,Sayuran,5026,20,0,0
2023-01-26,Bayam,Sayuran,4769,22,0,0
2023-01-27,Bayam,Sayuran,4902,21,0,0
2023-01-28,Bayam,Sayuran,5056,26,0,0
2023-01-29,Bayam,Sayuran,4887,29,0,0
2023-01-30,Bayam,Sayuran,5212,16,0,0
2023-01-31,Bayam,Sayuran,5083,18,0,0
2023-02-01,Bayam,Sayuran,5007,21,0,0
2023-02-02,Bayam,Sayuran,5021,25,0,0
2023-02-03,Bayam,Sayuran,5018,21,0,0
2023-02-04,Bayam,Sayuran,4967,22,0,0
2023-02-05,Bayam,Sayuran,5016,22,0,0
2023-02-06,Bayam,Sayuran,5043,21,0,0
2023-02-07,Bayam,Sayuran,4849,21,0,0
2023-02-08,Bayam,Sayuran,5138,24,0,0
2023-02-09,Bayam,Sayuran,4870,21,0,0
2023-02-10,Bayam,Sayuran,5006,21,0,0
2023-02-11,Bayam,Sayuran,5137,21,0,0
2023-02-12,Bayam,Sayuran,5059,34,0,0
2023-02-13,Bayam,Sayuran,4719,14,0,0
2023-02-14,Bayam,Sayuran,4922,23,0,0
2023-02-15,Bayam,Sayuran,4521,33,1,0
2023-02-16,Bayam,Sayuran,4624,26,1,0
2023-02-17,Bayam,Sayuran,4388,29,1,0
2023-02-18,Bayam,Sayuran,4892,27,0,0
2023-02-19,Bayam,Sayuran,5015,25,0,0
2023-02-20,Bayam,Sayuran,5161,22,0,0
2023-02-21,Bayam,Sayuran,5169,24,0,0
2023-02-22,Bayam,Sayuran,4934,21,0,0
2023-02-23,Bayam,Sayuran,5016,27,0,0
2023-02-24,Bayam,Sayuran,5017,26,0,0
2023-02-25,Bayam,Sayuran,4974,29,0,0
2023-02-26,Bayam,Sayuran,5010,18,0,0
2023-02-27,Bayam,Sayuran,4934,18,0,0
2023-02-28,Bayam,Sayuran,5134,17,0,0
2023-03-01,Bayam,Sayuran,5027,20,0,0
2023-03-02,Bayam,Sayuran,5208,26,0,0
2023-03-03,Bayam,Sayuran,4996,24,0,0
2023-03-04,Bayam,Sayuran,4847,18,0,0
2023-03-05,Bayam,Sayuran,4937,24,0,0
2023-03-06,Bayam,Sayuran,4939,17,0,0
2023-03-07,Bayam,Sayuran,5069,19,0,0
2023-03-08,Bayam,Sayuran,4900,17,0,0
2023-03-09,Bayam,Sayuran,5165,19,0,0
2023-03-10,Bayam,Sayuran,5024,24,0,0
2023-03-11,Bayam,Sayuran,5067,28,0,0
2023-03-12,Bayam,Sayuran,5013,31,0,0
2023-03-13,Bayam,Sayuran,5094,18,0,0
2023-03-14,Bayam,Sayuran,5144,27,0,0
2023-03-15,Bayam,Sayuran,5206,26,0,0
2023-03-16,Bayam,Sayuran,5109,21,0,0
2023-03-17,Bayam,Sayuran,4459,34,1,0
2023-03-18,Bayam,Sayuran,4432,47,1,0
2023-03-19,Bayam,Sayuran,4578,34,1,0
2023-03-20,Bayam,Sayuran,4990,18,0,0
2023-03-21,Bayam,Sayuran,5137,24,0,0
2023-03-22,Bayam,Sayuran,4889,19,0,0
2023-03-23,Bayam,Sayuran,4938,21,0,0
2023-03-24,Bayam,Sayuran,5004,19,0,0
2023-03-25,Bayam,Sayuran,5182,25,0,0
2023-03-26,Bayam,Sayuran,4887,18,0,0
2023-03-27,Bayam,Sayuran,4891,25,0,0
2023-03-28,Bayam,Sayuran,5232,21,0,0
2023-03-29,Bayam,Sayuran,5159,22,0,0
2023-03-30,Bayam,Sayuran,4991,17,0,0
2023-03-31,Bayam,Sayuran,4992,20,0,0
2023-04-01,Bayam,Sayuran,5058,29,0,0
2023-04-02,Bayam,Sayuran,5084,41,0,0
2023-04-03,Bayam,Sayuran,4881,27,0,0
2023-04-04,Bayam,Sayuran,5114,16,0,0
2023-04-05,Bayam,Sayuran,5074,17,0,0
2023-04-06,Bayam,Sayuran,5061,22,0,0
2023-04-07,Bayam,Sayuran,5035,17,0,0
2023-04-08,Bayam,Sayuran,4917,31,0,0
2023-04-09,Bayam,Sayuran,5124,42,0,0
2023-04-10,Bayam,Sayuran,5005,16,0,0
2023-04-11,Bayam,Sayuran,5052,30,0,0
2023-04-12,Bayam,Sayuran,4996,24,0,0
2023-04-13,Bayam,Sayuran,4984,28,0,0
2023-04-14,Bayam,Sayuran,4981,24,0,0
2023-04-15,Bayam,Sayuran,5021,29,0,0
2023-04-16,Bayam,Sayuran,4480,46,1,0
2023-04-17,Bayam,Sayuran,4471,43,1,0
2023-04-18,Bayam,Sayuran,4430,31,1,0
2023-04-19,Bayam,Sayuran,5019,17,0,0
2023-04-20,Bayam,Sayuran,5189,27,0,0
2023-04-21,Bayam,Sayuran,4912,21,0,0
2023-04-22,Bayam,Sayuran,4890,21,0,1
2023-04-23,Bayam,Sayuran,5014,39,0,1
2023-04-24,Bayam,Sayuran,5115,29,0,0
2023-04-25,Bayam,Sayuran,4875,20,0,0
2023-04-26,Bayam,Sayuran,4894,30,0,0
2023-04-27,Bayam,Sayuran,5050,26,0,0
2023-04-28,Bayam,Sayuran,4859,34,0,0
2023-04-29,Bayam,Sayuran,4841,29,0,0
2023-04-30,Bayam,Sayuran,4989,31,0,0
2023-05-01,Bayam,Sayuran,4997,21,0,0
2023-05-02,Bayam,Sayuran,4923,30,0,0
2023-05-03,Bayam,Sayuran,5003,25,0,0
2023-05-04,Bayam,Sayuran,4947,29,0,0
2023-05-05,Bayam,Sayuran,4957,25,0,0
2023-05-06,Bayam,Sayuran,5068,41,0,0
2023-05-07,Bayam,Sayuran,4959,36,0,0
2023-05-08,Bayam,Sayuran,4876,32,0,0
2023-05-09,Bayam,Sayuran,4975,28,0,0
2023-05-10,Bayam,Sayuran,5151,24,0,0
2023-05-11,Bayam,Sayuran,5078,22,0,0
2023-05-12,Bayam,Sayuran,5072,26,0,0
2023-05-13,Bayam,Sayuran,5010,26,0,0
2023-05-14,Bayam,Sayuran,4972,26,0,0
2023-05-15,Bayam,Sayuran,5001,23,0,0
2023-05-16,Bayam,Sayuran,4605,39,1,0
2023-05-17,Bayam,Sayuran,4618,42,1,0
2023-05-18,Bayam,Sayuran,4610,43,1,0
2023-05-19,Bayam,Sayuran,4925,21,0,0
2023-05-20,Bayam,Sayuran,5004,30,0,0
2023-05-21,Bayam,Sayuran,4987,27,0,0
2023-05-22,Bayam,Sayuran,4920,20,0,0
2023-05-23,Bayam,Sayuran,5002,26,0,0
2023-05-24,Bayam,Sayuran,4951,28,0,0
2023-05-25,Bayam,Sayuran,5021,31,0,0
2023-05-26,Bayam,Sayuran,5015,27,0,0
2023-05-27,Bayam,Sayuran,5008,27,0,0
2023-05-28,Bayam,Sayuran,4862,31,0,0
2023-05-29,Bayam,Sayuran,5142,23,0,0
